rownames,gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3
137754,female,cauc,1980 Q3,,regular,,,,516.0,,,,532.0,,,,free,,,,inner-city,,,,bachelor,,,,notladder,,,,8.0,,,,afam,,,,22.0,,,,53.0,,
137769,male,cauc,1979 Q3,regular,small,,,419.0,512.0,,,489.0,567.0,,,non-free,non-free,,,rural,rural,,,master,bachelor,,,level1,level1,,,11.0,14.0,,,cauc,cauc,,,39.0,39.0,,,75.0,75.0,,
137782,male,cauc,1979 Q4,regular,,,,405.0,,,,434.0,,,,non-free,,,,rural,,,,bachelor,,,,apprentice,,,,1.0,,,,cauc,,,,4.0,,,,6.0,,,
137805,male,cauc,1979 Q2,,,,regular,,,,,,,,,,,,,,,,urban,,,,master,,,,level3,,,,16.0,,,,cauc,,,,6.0,,,,9.0
137822,male,afam,1980 Q2,,,regular+aide,,,,552.0,,,,536.0,,,,free,,,,inner-city,,,,,,,,,,,,,,,,,,,,11.0,,,,27.0,
137834,male,cauc,1980 Q3,,,regular,regular,,,555.0,606.0,,,561.0,588.0,,,free,free,,,urban,urban,,,master,master,,,level1,level1,,,8.0,15.0,,,cauc,cauc,,,2.0,2.0,,,2.0,2.0
137854,female,cauc,1979 Q2,,regular,regular,regular,,477.0,554.0,569.0,,535.0,561.0,574.0,,,non-free,free,,rural,rural,rural,,bachelor,bachelor,bachelor,,probation,level1,level1,,0.0,9.0,8.0,,cauc,cauc,cauc,,4.0,4.0,4.0,,5.0,5.0,5.0
137863,male,cauc,1979 Q4,small,,,,478.0,,,,536.0,,,,non-free,,,,urban,,,,bachelor,,,,level1,,,,13.0,,,,cauc,,,,6.0,,,,9.0,,,
137885,female,cauc,1980 Q2,,,,regular,,,,728.0,,,,678.0,,,,,,,,urban,,,,bachelor,,,,level1,,,,7.0,,,,cauc,,,,6.0,,,,9.0
137903,male,cauc,1980 Q1,,,small,small,,,614.0,657.0,,,579.0,631.0,,,non-free,,,,rural,rural,,,bachelor,bachelor,,,level3,level1,,,12.0,21.0,,,cauc,cauc,,,4.0,4.0,,,5.0,5.0
137916,male,afam,1980 Q2,regular,,,,388.0,,,,399.0,,,,free,,,,suburban,,,,bachelor,,,,,,,,4.0,,,,cauc,,,,11.0,,,,20.0,,,
137927,female,afam,1979 Q4,small,,,,414.0,,,,429.0,,,,free,,,,inner-city,,,,bachelor,,,,apprentice,,,,1.0,,,,cauc,,,,11.0,,,,33.0,,,
137943,male,cauc,1979 Q4,regular+aide,small,small,small,437.0,,,,444.0,538.0,,624.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,,bachelor,master,level2,,probation,level1,27.0,,2.0,17.0,cauc,,cauc,cauc,35.0,35.0,35.0,35.0,70.0,70.0,70.0,70.0
137960,male,afam,1979 Q4,,,regular,regular,,,568.0,595.0,,,590.0,624.0,,,free,free,,,suburban,suburban,,,bachelor,master,,,level1,level1,,,8.0,15.0,,,cauc,afam,,,22.0,22.0,,,51.0,51.0
137979,male,cauc,1980 Q3,small,small,,,467.0,430.0,,,506.0,444.0,,,free,free,,,rural,rural,,,bachelor,master,,,level1,level1,,,5.0,16.0,,,cauc,cauc,,,41.0,41.0,,,79.0,79.0,,
137990,male,cauc,1979 Q4,,,regular+aide,regular+aide,,,584.0,572.0,,,603.0,629.0,,,non-free,free,,,urban,urban,,,master,master,,,level1,level1,,,18.0,36.0,,,cauc,cauc,,,7.0,7.0,,,10.0,10.0
138013,male,afam,1979 Q2,,,regular,,,,568.0,,,,522.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,31.0,,,,cauc,,,,22.0,,,,51.0,
138029,female,afam,1980 Q2,small,small,,,390.0,448.0,,,392.0,484.0,,,free,free,,,inner-city,inner-city,,,bachelor,bachelor,,,,probation,,,2.0,2.0,,,cauc,afam,,,11.0,11.0,,,28.0,28.0,,
138045,male,cauc,1979 Q2,,,regular+aide,regular+aide,,,586.0,608.0,,,615.0,648.0,,,,non-free,,,rural,rural,,,bachelor,bachelor,,,apprentice,apprentice,,,1.0,2.0,,,cauc,cauc,,,36.0,36.0,,,71.0,71.0
138054,female,cauc,1979 Q4,regular+aide,regular,small,small,422.0,483.0,588.0,631.0,506.0,526.0,596.0,603.0,free,free,free,free,urban,urban,urban,urban,bachelor,bachelor,master,bachelor,apprentice,level1,level1,notladder,5.0,11.0,14.0,29.0,cauc,cauc,cauc,cauc,27.0,27.0,27.0,27.0,60.0,60.0,60.0,60.0
138081,female,cauc,1980 Q1,small,small,small,small,476.0,509.0,659.0,686.0,494.0,567.0,699.0,711.0,non-free,free,free,free,rural,rural,rural,rural,specialist,bachelor,master,bachelor,level2,probation,level1,level1,8.0,1.0,8.0,9.0,cauc,cauc,cauc,cauc,14.0,14.0,14.0,14.0,38.0,38.0,38.0,38.0
138093,male,cauc,1980 Q2,regular,,,,413.0,,,,423.0,,,,free,,,,rural,,,,master,,,,level1,,,,13.0,,,,cauc,,,,21.0,,,,50.0,,,
138113,female,,1980 Q1,,,small,,,,,,,,,,,,non-free,,,,rural,,,,bachelor,,,,level1,,,,13.0,,,,cauc,,,,37.0,,,,73.0,
138119,male,cauc,1979 Q4,regular+aide,regular,regular,regular,431.0,509.0,602.0,597.0,500.0,529.0,579.0,624.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,probation,8.0,11.0,19.0,3.0,cauc,cauc,cauc,cauc,24.0,24.0,24.0,24.0,57.0,57.0,57.0,57.0
138135,male,cauc,1979 Q4,regular+aide,regular,regular,regular,436.0,629.0,637.0,644.0,494.0,520.0,626.0,626.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level3,level3,notladder,12.0,20.0,18.0,17.0,cauc,cauc,cauc,cauc,12.0,12.0,12.0,12.0,35.0,35.0,35.0,35.0
138154,female,afam,1980 Q3,regular,regular+aide,regular+aide,regular+aide,430.0,488.0,577.0,560.0,478.0,518.0,514.0,544.0,free,free,free,,suburban,suburban,suburban,suburban,master,bachelor,bachelor,bachelor,level1,apprentice,notladder,level3,24.0,2.0,7.0,17.0,cauc,afam,cauc,afam,18.0,18.0,18.0,18.0,44.0,44.0,44.0,44.0
138173,female,cauc,1980 Q2,regular+aide,regular,regular,regular,418.0,,,,513.0,515.0,,642.0,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,master,master,level2,probation,level3,level1,27.0,0.0,18.0,14.0,cauc,cauc,cauc,cauc,35.0,35.0,35.0,35.0,70.0,70.0,70.0,70.0
138192,male,cauc,1980 Q1,,,regular+aide,regular+aide,,,,,,,,629.0,,,non-free,non-free,,,rural,rural,,,master,specialist,,,level1,level2,,,26.0,16.0,,,cauc,cauc,,,35.0,35.0,,,70.0,70.0
138203,male,cauc,1979 Q3,,regular+aide,regular+aide,regular+aide,,536.0,579.0,592.0,,538.0,556.0,540.0,,non-free,non-free,non-free,,rural,rural,rural,,bachelor,master,master,,notladder,level1,level1,,23.0,21.0,36.0,,cauc,afam,cauc,,38.0,38.0,38.0,,74.0,74.0,74.0
138219,female,afam,1980 Q3,regular+aide,regular,regular,small,414.0,509.0,547.0,597.0,439.0,481.0,535.0,583.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,master,bachelor,bachelor,level1,level1,probation,level1,5.0,19.0,2.0,29.0,cauc,cauc,cauc,afam,11.0,11.0,11.0,11.0,33.0,33.0,33.0,33.0
138233,male,cauc,1980 Q3,small,small,small,small,465.0,590.0,622.0,644.0,513.0,601.0,632.0,642.0,non-free,non-free,,non-free,urban,urban,urban,urban,master,master,bachelor,master,level1,level3,level1,level2,17.0,16.0,17.0,11.0,cauc,cauc,cauc,cauc,20.0,20.0,20.0,20.0,48.0,48.0,48.0,48.0
138246,male,,1979 Q4,,,,small,,,,,,,,,,,,free,,,,rural,,,,bachelor,,,,level1,,,,5.0,,,,cauc,,,,5.0,,,,7.0
138269,male,afam,1979 Q2,,regular,,,,475.0,,,,507.0,,,,free,,,,inner-city,,,,bachelor,,,,apprentice,,,,2.0,,,,cauc,,,,11.0,,,,30.0,,
138281,female,cauc,1980 Q3,small,regular,,small,434.0,521.0,,647.0,489.0,567.0,,626.0,non-free,non-free,,non-free,rural,rural,,rural,bachelor,bachelor,,bachelor,level1,level1,,level1,12.0,17.0,,14.0,cauc,cauc,,cauc,41.0,41.0,,41.0,79.0,79.0,,79.0
138303,male,cauc,1980 Q1,regular+aide,regular,regular,regular,483.0,629.0,650.0,657.0,602.0,627.0,632.0,678.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level1,13.0,11.0,13.0,37.0,cauc,cauc,cauc,cauc,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0
138320,male,cauc,1980 Q1,small,small,small,,447.0,512.0,614.0,,500.0,578.0,699.0,,non-free,non-free,non-free,,rural,rural,rural,,master,bachelor,bachelor,,level1,level1,level2,,12.0,8.0,33.0,,cauc,cauc,cauc,,42.0,42.0,42.0,,80.0,80.0,80.0,
138327,female,cauc,1978 Q4,,,small,,,,569.0,,,,533.0,,,,free,,,,rural,,,,master,,,,notladder,,,,39.0,,,,cauc,,,,24.0,,,,56.0,
138353,female,afam,1980 Q1,,small,,,,457.0,,,,502.0,,,,free,,,,inner-city,,,,bachelor,,,,probation,,,,0.0,,,,afam,,,,11.0,,,,31.0,,
138367,male,afam,1980 Q1,small,,,,413.0,,,,463.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,13.0,,,,afam,,,,11.0,,,,14.0,,,
138376,female,afam,1979 Q4,,regular,regular,regular,,457.0,547.0,585.0,,468.0,507.0,544.0,,free,free,free,,rural,rural,rural,,bachelor,bachelor,master,,apprentice,probation,level1,,2.0,2.0,13.0,,cauc,cauc,cauc,,42.0,42.0,42.0,,80.0,80.0,80.0
138400,male,cauc,1979 Q1,,,regular+aide,regular+aide,,,560.0,578.0,,,565.0,583.0,,,non-free,non-free,,,urban,urban,,,bachelor,master,,,notladder,level1,,,17.0,38.0,,,cauc,cauc,,,6.0,6.0,,,9.0,9.0
138409,male,cauc,1979 Q3,,small,small,small,,512.0,538.0,580.0,,502.0,535.0,559.0,,free,free,free,,rural,rural,rural,,bachelor,master,bachelor,,apprentice,level2,level1,,2.0,28.0,36.0,,cauc,cauc,cauc,,16.0,16.0,16.0,,40.0,40.0,40.0
138423,male,cauc,1978 Q4,,regular+aide,regular+aide,regular+aide,,579.0,582.0,585.0,,592.0,603.0,568.0,,non-free,non-free,non-free,,rural,rural,rural,,bachelor,bachelor,bachelor,,level1,notladder,probation,,9.0,5.0,3.0,,cauc,cauc,cauc,,3.0,3.0,3.0,,3.0,3.0,3.0
138440,male,afam,1979 Q4,,,regular+aide,regular+aide,,,539.0,580.0,,,517.0,599.0,,,free,free,,,inner-city,inner-city,,,master,bachelor,,,,level1,,,2.0,26.0,,,cauc,afam,,,11.0,11.0,,,19.0,19.0
138458,female,cauc,1980 Q3,regular,,,,403.0,,,,444.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,8.0,,,,cauc,,,,4.0,,,,5.0,,,
138470,male,afam,1978 Q4,,regular+aide,regular+aide,regular+aide,,487.0,539.0,654.0,,510.0,540.0,645.0,,free,free,free,,inner-city,inner-city,inner-city,,master,bachelor,master,,level1,level1,level3,,6.0,4.0,12.0,,afam,cauc,cauc,,11.0,11.0,11.0,,28.0,28.0,28.0
138497,male,afam,1979 Q1,,small,small,,,485.0,,,,520.0,,,,free,free,,,inner-city,inner-city,,,bachelor,bachelor,,,level1,level1,,,3.0,14.0,,,afam,cauc,,,11.0,11.0,,,22.0,32.0,
138510,female,cauc,1980 Q2,regular,,,,,,,,459.0,,,,non-free,,,,suburban,,,,bachelor,,,,level1,,,,0.0,,,,cauc,,,,11.0,,,,17.0,,,
138523,female,cauc,1980 Q3,,regular+aide,regular+aide,regular+aide,,524.0,591.0,,,578.0,599.0,,,non-free,non-free,,,rural,rural,rural,,bachelor,master,master,,level1,level1,level1,,11.0,15.0,5.0,,cauc,cauc,cauc,,10.0,10.0,10.0,,13.0,13.0,13.0
138541,male,cauc,1980 Q2,regular+aide,,,,439.0,,,,528.0,,,,non-free,,,,rural,,,,bachelor,,,,level2,,,,9.0,,,,cauc,,,,5.0,,,,7.0,,,
138552,female,cauc,1979 Q4,,,,regular+aide,,,,686.0,,,,678.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,21.0,,,,cauc,,,,17.0,,,,41.0
138570,male,cauc,1979 Q3,regular,regular,regular,regular,461.0,544.0,614.0,636.0,489.0,535.0,603.0,608.0,non-free,non-free,,non-free,suburban,suburban,suburban,suburban,bachelor,master,bachelor,bachelor,level1,level3,level1,probation,15.0,18.0,12.0,22.0,cauc,cauc,cauc,afam,12.0,12.0,12.0,12.0,36.0,36.0,36.0,36.0
138584,male,cauc,1978 Q4,,regular,regular,regular,,454.0,489.0,,,493.0,522.0,,,free,free,free,,rural,rural,rural,,bachelor,bachelor,master,,level1,level1,level1,,32.0,9.0,13.0,,cauc,cauc,cauc,,9.0,9.0,9.0,,12.0,12.0,12.0
138600,male,,1977 Q4,,,regular,,,,506.0,,,,495.0,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,4.0,,,,cauc,,,,11.0,,,,19.0,
138618,female,cauc,1980 Q3,regular,regular,regular,regular,416.0,509.0,591.0,604.0,489.0,557.0,626.0,655.0,free,free,,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level1,level3,level2,6.0,4.0,22.0,14.0,cauc,cauc,cauc,cauc,36.0,36.0,36.0,36.0,71.0,71.0,71.0,71.0
138636,female,afam,1979 Q2,,,,small,,,,540.0,,,,,,,,free,,,,rural,,,,master,,,,apprentice,,,,1.0,,,,cauc,,,,1.0,,,,1.0
138657,female,afam,1980 Q1,,,regular+aide,,,,643.0,,,,632.0,,,,non-free,,,,suburban,,,,bachelor,,,,level1,,,,9.0,,,,cauc,,,,11.0,,,,20.0,
138667,male,cauc,1980 Q3,regular+aide,regular,regular,regular,490.0,604.0,608.0,680.0,602.0,676.0,620.0,648.0,free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level2,level1,level1,level3,9.0,13.0,18.0,21.0,cauc,cauc,cauc,cauc,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0
138678,male,afam,1979 Q4,regular,regular+aide,,,414.0,468.0,,,444.0,468.0,,,free,free,,,inner-city,inner-city,,,bachelor,bachelor,,,,notladder,,,2.0,31.0,,,cauc,afam,,,11.0,11.0,,,32.0,32.0,,
138698,female,afam,1980 Q3,regular,,,,410.0,,,,444.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,11.0,,,,afam,,,,11.0,,,,15.0,,,
138714,male,cauc,1980 Q3,regular,regular,regular,regular,442.0,485.0,614.0,604.0,463.0,532.0,648.0,618.0,free,free,free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level3,level1,13.0,19.0,14.0,3.0,cauc,cauc,cauc,cauc,14.0,14.0,14.0,14.0,38.0,38.0,38.0,38.0
138730,female,cauc,1980 Q3,small,,,,445.0,,,,439.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,4.0,,,,cauc,,,,18.0,,,,46.0,,,
138749,male,cauc,1980 Q2,regular,,,,422.0,,,,463.0,,,,non-free,,,,rural,,,,bachelor,,,,level1,,,,10.0,,,,cauc,,,,35.0,,,,70.0,,,
138763,female,afam,1979 Q3,,,regular,,,,577.0,,,,526.0,,,,free,,,,inner-city,,,,bachelor,,,,notladder,,,,1.0,,,,afam,,,,11.0,,,,16.0,
138775,female,cauc,1979 Q4,small,small,,,428.0,604.0,,,489.0,529.0,,,non-free,free,,,rural,rural,,,bachelor,master,,,level1,level1,,,20.0,6.0,,,cauc,cauc,,,36.0,36.0,,,71.0,71.0,,
138790,female,cauc,1979 Q4,,,regular,regular,,,575.0,654.0,,,574.0,624.0,,,free,free,,,rural,rural,,,master,bachelor,,,level1,level1,,,9.0,24.0,,,cauc,cauc,,,31.0,31.0,,,65.0,65.0
138813,female,afam,1980 Q2,,,,regular+aide,,,,521.0,,,,,,,,free,,,,inner-city,,,,bachelor,,,,notladder,,,,23.0,,,,cauc,,,,11.0,,,,32.0
138828,male,cauc,1979 Q2,small,small,,,402.0,430.0,,,412.0,444.0,,,non-free,free,,,rural,rural,,,bachelor,master,,,apprentice,level1,,,3.0,4.0,,,cauc,cauc,,,24.0,24.0,,,56.0,56.0,,
138841,female,afam,1980 Q3,small,regular,,,403.0,521.0,,,454.0,526.0,,,free,free,,,inner-city,inner-city,,,bachelor,bachelor,,,level1,probation,,,21.0,9.0,,,afam,afam,,,11.0,11.0,,,15.0,15.0,,
138863,male,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,450.0,524.0,622.0,650.0,602.0,567.0,659.0,655.0,non-free,non-free,,non-free,urban,urban,urban,urban,bachelor,bachelor,master,master,level1,level1,notladder,level1,13.0,7.0,30.0,9.0,cauc,cauc,cauc,cauc,20.0,20.0,20.0,20.0,48.0,48.0,48.0,48.0
138875,female,cauc,1980 Q3,regular,regular,regular,,442.0,514.0,573.0,,478.0,512.0,514.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,bachelor,bachelor,bachelor,,pending,probation,level1,,3.0,0.0,8.0,,cauc,cauc,cauc,,25.0,25.0,25.0,,58.0,58.0,58.0,
138890,female,afam,1979 Q3,,regular+aide,regular+aide,,,450.0,545.0,,,465.0,531.0,,,free,free,,,suburban,suburban,,,master,master,,,level1,level1,,,9.0,18.0,,,afam,cauc,,,11.0,11.0,,,25.0,25.0,
138905,male,afam,1979 Q3,,,small,,,,520.0,,,,497.0,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,31.0,,,,afam,,,,11.0,,,,19.0,
138929,male,cauc,1980 Q1,small,small,small,small,451.0,604.0,622.0,620.0,489.0,592.0,620.0,642.0,free,free,non-free,free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,apprentice,level1,8.0,14.0,0.0,7.0,cauc,cauc,cauc,cauc,40.0,40.0,40.0,40.0,76.0,77.0,77.0,77.0
138945,male,cauc,1980 Q1,regular+aide,regular,regular,regular,538.0,,669.0,693.0,626.0,584.0,596.0,711.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,level1,notladder,level1,8.0,16.0,12.0,19.0,afam,cauc,cauc,afam,11.0,11.0,11.0,11.0,17.0,17.0,17.0,17.0
138952,female,afam,1978 Q4,,small,small,,,488.0,552.0,,,532.0,548.0,,,free,free,,,inner-city,inner-city,,,bachelor,bachelor,,,notladder,level1,,,32.0,4.0,,,afam,cauc,,,11.0,11.0,,,27.0,27.0,
138973,male,cauc,1979 Q2,,,regular+aide,,,,,,,,,,,,free,,,,rural,,,,bachelor,,,,apprentice,,,,2.0,,,,cauc,,,,12.0,,,,35.0,
138991,female,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,422.0,478.0,544.0,588.0,500.0,532.0,607.0,603.0,free,free,,free,urban,urban,urban,urban,bachelor,bachelor,master,master,level1,level1,notladder,level1,13.0,7.0,30.0,9.0,cauc,cauc,cauc,cauc,20.0,20.0,20.0,20.0,48.0,48.0,48.0,48.0
139004,male,afam,1979 Q2,,,regular,,,,,,,,,,,,free,,,,inner-city,,,,master,,,,level1,,,,11.0,,,,cauc,,,,11.0,,,,15.0,
139025,female,cauc,1980 Q1,,,,regular,,,,670.0,,,,622.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,8.0,,,,cauc,,,,4.0,,,,5.0
139030,female,cauc,1978 Q4,,regular+aide,regular+aide,regular+aide,,494.0,555.0,575.0,,500.0,497.0,580.0,,non-free,non-free,non-free,,rural,rural,rural,,master,master,bachelor,,apprentice,level1,level3,,8.0,13.0,23.0,,cauc,afam,cauc,,4.0,4.0,4.0,,5.0,5.0,5.0
139048,male,afam,1980 Q4,regular+aide,,,,439.0,,,,468.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,17.0,,,,cauc,,,,11.0,,,,29.0,,,
139068,female,afam,1980 Q2,,regular,,,,,,,,,,,,free,,,,inner-city,,,,bachelor,,,,probation,,,,1.0,,,,afam,,,,11.0,,,,28.0,,
139082,male,cauc,1979 Q3,regular+aide,,,,,,,,,,,,free,,,,urban,,,,master,,,,level1,,,,8.0,,,,cauc,,,,26.0,,,,59.0,,,
139094,male,afam,1980 Q4,regular+aide,regular+aide,regular,regular,430.0,544.0,575.0,650.0,484.0,545.0,607.0,645.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,apprentice,apprentice,apprentice,11.0,1.0,1.0,3.0,cauc,afam,cauc,cauc,18.0,18.0,18.0,18.0,45.0,45.0,45.0,45.0
139119,female,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,425.0,490.0,559.0,593.0,489.0,512.0,536.0,573.0,free,free,,non-free,urban,urban,urban,urban,bachelor,bachelor,master,master,level1,level1,notladder,level1,13.0,7.0,30.0,9.0,cauc,cauc,cauc,cauc,20.0,20.0,20.0,20.0,48.0,48.0,48.0,48.0
139129,male,afam,1980 Q3,regular,regular+aide,regular+aide,,518.0,494.0,544.0,,602.0,497.0,546.0,,free,free,free,,inner-city,inner-city,inner-city,,bachelor,master,bachelor,,level1,level3,level1,,11.0,24.0,11.0,,cauc,afam,cauc,,11.0,11.0,11.0,,22.0,22.0,22.0,
139152,female,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,450.0,548.0,618.0,650.0,484.0,520.0,611.0,639.0,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,notladder,12.0,20.0,19.0,2.0,cauc,cauc,cauc,cauc,31.0,31.0,31.0,31.0,65.0,65.0,65.0,65.0
139168,female,cauc,1980 Q1,,small,,,,651.0,,,,676.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,3.0,,,,cauc,,,,37.0,,,,73.0,,
139186,,,,,regular,,,,,,,,,,,,free,,,,rural,,,,master,,,,level1,,,,11.0,,,,cauc,,,,24.0,,,,57.0,,
139192,male,afam,1980 Q4,regular+aide,,,,393.0,,,,418.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,22.0,,,,cauc,,,,11.0,,,,33.0,,,
139211,male,afam,1979 Q3,,regular+aide,regular,regular+aide,,524.0,573.0,562.0,,601.0,572.0,588.0,,free,free,free,,inner-city,inner-city,inner-city,,bachelor,master,bachelor,,level1,probation,level1,,24.0,24.0,25.0,,afam,afam,afam,,11.0,11.0,11.0,,27.0,27.0,27.0
139223,male,cauc,1979 Q4,regular,regular,regular,regular,474.0,604.0,684.0,680.0,559.0,653.0,674.0,678.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level1,2.0,13.0,6.0,8.0,cauc,cauc,cauc,cauc,40.0,40.0,40.0,40.0,76.0,77.0,77.0,77.0
139245,male,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,430.0,558.0,604.0,593.0,468.0,518.0,587.0,639.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,specialist,bachelor,bachelor,level1,level1,level1,level1,13.0,18.0,33.0,7.0,cauc,cauc,cauc,cauc,39.0,39.0,39.0,39.0,75.0,75.0,75.0,75.0
139258,female,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,405.0,519.0,618.0,624.0,463.0,567.0,590.0,667.0,free,free,free,free,rural,rural,rural,rural,master,bachelor,master,master,level1,probation,level1,level1,13.0,2.0,29.0,11.0,cauc,cauc,cauc,cauc,24.0,24.0,24.0,24.0,56.0,56.0,56.0,56.0
139278,male,cauc,1979 Q2,,regular+aide,regular+aide,regular+aide,,558.0,602.0,614.0,,584.0,620.0,663.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,bachelor,master,master,,probation,notladder,level1,,3.0,15.0,21.0,,cauc,cauc,cauc,,17.0,17.0,17.0,,41.0,41.0,41.0
139291,male,cauc,1978 Q3,,,,small,,,,599.0,,,,648.0,,,,free,,,,suburban,,,,bachelor,,,,level1,,,,12.0,,,,cauc,,,,18.0,,,,46.0
139305,male,afam,1980 Q3,regular+aide,small,small,small,,483.0,545.0,578.0,,562.0,590.0,614.0,free,free,non-free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,probation,probation,level1,11.0,0.0,1.0,14.0,cauc,afam,cauc,afam,11.0,11.0,11.0,11.0,31.0,31.0,31.0,31.0
139326,male,cauc,1979 Q2,,,,regular+aide,,,,,,,,667.0,,,,free,,,,rural,,,,specialist,,,,level2,,,,16.0,,,,cauc,,,,35.0,,,,70.0
139339,female,afam,1979 Q3,,regular,regular,regular,,444.0,491.0,565.0,,495.0,488.0,554.0,,free,free,free,,inner-city,inner-city,inner-city,,bachelor,bachelor,master,,level1,notladder,level1,,14.0,32.0,26.0,,cauc,afam,afam,,11.0,11.0,11.0,,31.0,31.0,31.0
139358,female,cauc,1980 Q2,regular,,,,430.0,,,,489.0,,,,non-free,,,,suburban,,,,bachelor,,,,,,,,3.0,,,,cauc,,,,18.0,,,,43.0,,,
139375,male,afam,1980 Q1,,,,regular+aide,,,,517.0,,,,522.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,33.0,,,,afam,,,,11.0,,,,32.0
139393,female,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,430.0,507.0,591.0,597.0,449.0,526.0,593.0,616.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,phd,master,level1,notladder,level1,level1,3.0,11.0,15.0,8.0,cauc,cauc,cauc,cauc,41.0,41.0,41.0,41.0,78.0,78.0,78.0,78.0
139401,male,cauc,1980 Q3,regular+aide,,,,439.0,,,,484.0,,,,free,,,,rural,,,,master,,,,level1,,,,12.0,,,,cauc,,,,6.0,,,,8.0,,,
139423,female,cauc,1980 Q1,regular+aide,regular,small,small,463.0,579.0,669.0,636.0,536.0,601.0,639.0,667.0,non-free,non-free,non-free,non-free,urban,urban,urban,urban,master,master,master,bachelor,level1,level1,level1,probation,12.0,3.0,22.0,0.0,cauc,cauc,cauc,cauc,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0
139438,male,cauc,1980 Q2,small,,,,,,,,,,,,non-free,,,,suburban,,,,bachelor,,,,,,,,10.0,,,,afam,,,,22.0,,,,51.0,,,
139449,female,cauc,1979 Q3,,,small,regular+aide,,,588.0,641.0,,,554.0,571.0,,,free,free,,,suburban,suburban,,,bachelor,bachelor,,,notladder,level1,,,15.0,21.0,,,afam,cauc,,,22.0,22.0,,,54.0,52.0
139469,female,cauc,1979 Q2,,small,small,,,459.0,611.0,,,497.0,,,,free,free,,,suburban,suburban,,,bachelor,master,,,probation,level1,,,1.0,11.0,,,afam,cauc,,,11.0,11.0,,,25.0,25.0,
139482,female,afam,1980 Q3,regular,regular+aide,,,402.0,430.0,,,399.0,458.0,,,free,free,,,inner-city,inner-city,,,master+,master,,,level1,level1,,,8.0,4.0,,,cauc,cauc,,,11.0,11.0,,,16.0,16.0,,
139498,female,afam,1980 Q3,regular,regular,,,450.0,451.0,,,528.0,500.0,,,free,free,,,suburban,suburban,,,bachelor,bachelor,,,level1,apprentice,,,20.0,2.0,,,afam,cauc,,,11.0,11.0,,,23.0,23.0,,
